,col_base,col_vs,vs,vs_rate
401,cat4,cat64,128382,0.681729839952
402,cat4,cat65,127911,0.679228751367
403,cat4,cat66,125121,0.664413385869
404,cat4,cat67,128131,0.680396988073
405,cat4,cat68,128333,0.681469641776
406,cat4,cat69,128438,0.682027209295
407,cat4,cat70,128388,0.681761700953
408,cat4,cat71,125049,0.664031053856
409,cat4,cat72,108663,0.577018659926
410,cat4,cat73,119121,0.632552384796
411,cat4,cat74,127269,0.675819624253
412,cat4,cat75,116630,0.619324759184
413,cat4,cat76,126435,0.671390945103
414,cat4,cat77,45,0.000238957508045
415,cat4,cat78,60388,0.320670355463
416,cat4,cat79,51189,0.271822130651
417,cat4,cat80,20163,0.107068894105
418,cat4,cat81,12771,0.0678161407831
419,cat4,cat82,60884,0.323304198218
420,cat4,cat83,62628,0.332565129196
421,cat4,cat84,22491,0.119430962521
422,cat4,cat85,60224,0.3197994881
423,cat4,cat86,34859,0.185107106065
424,cat4,cat87,53593,0.284587771748
425,cat4,cat88,115510,0.613377372317
426,cat4,cat89,127479,0.67693475929
427,cat4,cat90,123684,0.656782676112
428,cat4,cat91,88280,0.468781529116
429,cat4,cat92,83752,0.444737093639
430,cat4,cat93,638,0.00338788644739
431,cat4,cat94,17557,0.0932305993054
432,cat4,cat95,2610,0.0138595354666
433,cat4,cat96,1012,0.00537388884759
434,cat4,cat97,28599,0.151865461613
435,cat4,cat98,71268,0.378444970741
436,cat4,cat99,0,0.0
437,cat4,cat100,10203,0.054179632324
438,cat4,cat101,71315,0.378694548583
439,cat4,cat102,122639,0.651233551758
440,cat4,cat103,78785,0.418361494918
441,cat4,cat104,55,0.000292059176499
442,cat4,cat105,57,0.00030267951019
443,cat4,cat106,58,0.000307989677036
444,cat4,cat107,57,0.00030267951019
445,cat4,cat108,27709,0.14713941312
446,cat4,cat109,39,0.000207096506972
447,cat4,cat110,846,0.00449240115124
448,cat4,cat111,128402,0.681836043288
449,cat4,cat112,1828,0.00970698499347
450,cat4,cat113,2248,0.0119372550686
451,cat4,cat114,84497,0.448693167939
452,cat4,cat115,57,0.00030267951019
453,cat4,cat116,2,1.06203336909e-05
454,cat5,cat6,92230,0.489756688155
455,cat5,cat7,123035,0.653336377829
456,cat5,cat8,120875,0.641866417443
457,cat5,cat9,93977,0.499033549634
458,cat5,cat10,111640,0.592827026625
459,cat5,cat11,111393,0.591515415414
460,cat5,cat12,113466,0.602523391285
461,cat5,cat13,127340,0.676196646099
462,cat5,cat14,123442,0.655497615735
463,cat5,cat15,123727,0.657011013286
464,cat5,cat16,121462,0.644983485381
465,cat5,cat17,123280,0.654637368706
466,cat5,cat18,123282,0.65464798904
467,cat5,cat19,122873,0.6524761308
468,cat5,cat20,123685,0.656787986279
469,cat5,cat21,123490,0.655752503744
470,cat5,cat22,123714,0.656941981117
471,cat5,cat23,104128,0.552937053282
472,cat5,cat24,119216,0.633056850646
473,cat5,cat25,108598,0.576673499081
474,cat5,cat26,113942,0.605051030703
475,cat5,cat27,107513,0.570911968054
476,cat5,cat28,119021,0.632021368111
477,cat5,cat29,121330,0.644282543358
478,cat5,cat30,121031,0.642694803471
479,cat5,cat31,119259,0.633285187821
480,cat5,cat32,122894,0.652587644304
481,cat5,cat33,122948,0.652874393313
482,cat5,cat34,123267,0.654568336537
483,cat5,cat35,123580,0.65623041876
484,cat5,cat36,155742,0.827016004843
485,cat5,cat37,146326,0.777015473826
486,cat5,cat38,142732,0.757930734184
487,cat5,cat39,128662,0.683216686668
488,cat5,cat40,131936,0.70060217292
489,cat5,cat41,130878,0.694984016398
490,cat5,cat42,125432,0.666064847758
491,cat5,cat43,127945,0.67940929704
492,cat5,cat44,139339,0.739913338077
493,cat5,cat45,128064,0.680041206895
494,cat5,cat46,124619,0.661747682112
495,cat5,cat47,124438,0.660786541913
496,cat5,cat48,124006,0.658492549836
497,cat5,cat49,116494,0.618602576493
498,cat5,cat50,94804,0.503425057615
499,cat5,cat51,122950,0.652885013647
500,cat5,cat52,123362,0.655072802387
501,cat5,cat53,114736,0.609267303179
502,cat5,cat54,121053,0.642811627141
503,cat5,cat55,123722,0.656984462452
504,cat5,cat56,123695,0.656841087947
505,cat5,cat57,123407,0.655311759895
506,cat5,cat58,123694,0.65683577778
507,cat5,cat59,123659,0.656649921941
508,cat5,cat60,123563,0.656140145923
509,cat5,cat61,123669,0.656703023609
510,cat5,cat62,123722,0.656984462452
511,cat5,cat63,123702,0.656878259115
512,cat5,cat64,123722,0.656984462452
513,cat5,cat65,123411,0.655333000563
514,cat5,cat66,121405,0.644680805871
515,cat5,cat67,123499,0.655800295245
516,cat5,cat68,123721,0.656979152285
517,cat5,cat69,123688,0.656803916779
518,cat5,cat70,123720,0.656973842118
519,cat5,cat71,120981,0.642429295128
520,cat5,cat72,100143,0.531776038403
521,cat5,cat73,113543,0.602932274132
522,cat5,cat74,123443,0.655502925902
523,cat5,cat75,113102,0.600590490553
524,cat5,cat76,122119,0.648472264999
525,cat5,cat77,50,0.000265508342272
526,cat5,cat78,65060,0.345479454964
527,cat5,cat79,55643,0.295473613781
528,cat5,cat80,19527,0.103691627991
529,cat5,cat81,12238,0.0649858218545
530,cat5,cat82,63511,0.337254006521
531,cat5,cat83,65871,0.349786000276
532,cat5,cat84,21490,0.114115485509
533,cat5,cat85,64907,0.344666999437
534,cat5,cat86,35764,0.18991280706
535,cat5,cat87,57710,0.30644972865
536,cat5,cat88,112101,0.595275013541
537,cat5,cat89,122929,0.652773500143
538,cat5,cat90,119350,0.633768413004
539,cat5,cat91,92478,0.491073609533
540,cat5,cat92,83852,0.445268110324
541,cat5,cat93,674,0.00357905245383
542,cat5,cat94,18568,0.0985991779862
543,cat5,cat95,2559,0.0135887169575
544,cat5,cat96,1230,0.00653150521989
545,cat5,cat97,26794,0.142280610457
546,cat5,cat98,70467,0.374191527098
547,cat5,cat99,0,0.0
548,cat5,cat100,9904,0.0525918924373
549,cat5,cat101,67337,0.357570704872
550,cat5,cat102,118732,0.630486729893
551,cat5,cat103,157079,0.834115697915
552,cat5,cat104,61,0.000323920177572
553,cat5,cat105,44,0.000233647341199
554,cat5,cat106,51,0.000270818509118
555,cat5,cat107,48,0.000254888008581
556,cat5,cat108,27977,0.148562537835
557,cat5,cat109,33,0.0001752355059
558,cat5,cat110,797,0.00423220297582
559,cat5,cat111,72725,0.386181883835
560,cat5,cat112,1712,0.0090910056394
561,cat5,cat113,2193,0.0116451958921
562,cat5,cat114,79673,0.423076923077
563,cat5,cat115,48,0.000254888008581
564,cat5,cat116,2,1.06203336909e-05
565,cat6,cat7,128571,0.682733461485
566,cat6,cat8,124931,0.663404454168
567,cat6,cat9,67059,0.356094478489
568,cat6,cat10,106482,0.565437186036
569,cat6,cat11,113381,0.602072027103
570,cat6,cat12,106034,0.56305823129
571,cat6,cat13,114026,0.605497084718
572,cat6,cat14,129926,0.689928737561
573,cat6,cat15,131661,0.699141877038
574,cat6,cat16,125778,0.667902165486
575,cat6,cat17,130672,0.693890122028
576,cat6,cat18,130984,0.695546894083
577,cat6,cat19,132821,0.705301670578
578,cat6,cat20,131565,0.698632101021
579,cat6,cat21,131554,0.698573689185
580,cat6,cat22,131668,0.699179048206
581,cat6,cat23,104232,0.553489310634
582,cat6,cat24,126078,0.66949521554
583,cat6,cat25,116436,0.618294586816
584,cat6,cat26,124844,0.662942469652
585,cat6,cat27,132549,0.703857305197
586,cat6,cat28,125129,0.664455867203
587,cat6,cat29,130784,0.694484860714
588,cat6,cat30,130915,0.695180492571
589,cat6,cat31,127431,0.676679871282
590,cat6,cat32,131492,0.698244458841
591,cat6,cat33,130936,0.695292006075
592,cat6,cat34,131433,0.697931158997
593,cat6,cat35,131566,0.698637411187
594,cat6,cat36,103234,0.548189764122
595,cat6,cat37,129326,0.686742637454
596,cat6,cat38,115842,0.61514034771
597,cat6,cat39,127712,0.678172028165
598,cat6,cat40,124436,0.660775921579
599,cat6,cat41,125322,0.665480729405
600,cat6,cat42,131190,0.696640788454
601,cat6,cat43,130143,0.691081043766
602,cat6,cat44,121073,0.642917830478
603,cat6,cat45,130098,0.690842086258
604,cat6,cat46,130955,0.695392899245
605,cat6,cat47,131338,0.697426693147
606,cat6,cat48,131506,0.698318801177
607,cat6,cat49,140884,0.748117545853
608,cat6,cat50,182400,0.968574432609
609,cat6,cat51,132940,0.705933580433
610,cat6,cat52,140506,0.746110302786
611,cat6,cat53,147062,0.780923756624
612,cat6,cat54,136249,0.723504922525
613,cat6,cat55,131838,0.700081776569
614,cat6,cat56,131875,0.700278252743
615,cat6,cat57,129257,0.686376235941
616,cat6,cat58,131594,0.698786095859
617,cat6,cat59,131663,0.699152497371
618,cat6,cat60,131551,0.698557758685
619,cat6,cat61,131165,0.696508034282
620,cat6,cat62,131670,0.699189668539
621,cat6,cat63,131678,0.699232149874
622,cat6,cat64,131668,0.699179048206
623,cat6,cat65,130657,0.693810469525
624,cat6,cat66,126103,0.669627969711
625,cat6,cat67,131465,0.698101084336
626,cat6,cat68,131601,0.698823267027
627,cat6,cat69,131472,0.698138255504
628,cat6,cat70,131702,0.699359593878
629,cat6,cat71,127741,0.678326023004
630,cat6,cat72,101973,0.54149364373
631,cat6,cat73,121895,0.647282787625
632,cat6,cat74,129519,0.687767499655
633,cat6,cat75,117112,0.621884259603
634,cat6,cat76,128463,0.682159963466
635,cat6,cat77,49,0.000260198175427
636,cat6,cat78,57181,0.303640650389
637,cat6,cat79,55103,0.292606123684
638,cat6,cat80,8796,0.0467082275725
639,cat6,cat81,4563,0.0242302913158
640,cat6,cat82,57975,0.307856922865
641,cat6,cat83,61087,0.324382162088
642,cat6,cat84,21308,0.113149035143
643,cat6,cat85,57113,0.303279559044
644,cat6,cat86,29784,0.158158009325
645,cat6,cat87,54990,0.292006074831
646,cat6,cat88,118765,0.630661965399
647,cat6,cat89,128515,0.682436092142
648,cat6,cat90,125489,0.666367527268
649,cat6,cat91,86152,0.457481494069
650,cat6,cat92,83805,0.445018532482
651,cat6,cat93,584,0.00310113743774
652,cat6,cat94,14796,0.0785692286452
653,cat6,cat95,2742,0.0145604774902
654,cat6,cat96,1062,0.00563939718986
655,cat6,cat97,29186,0.154982529551
656,cat6,cat98,76619,0.406859673531
657,cat6,cat99,0,0.0
658,cat6,cat100,4913,0.0260888497117
659,cat6,cat101,55888,0.296774604658
660,cat6,cat102,123827,0.657542029971
661,cat6,cat103,87873,0.46662029121
662,cat6,cat104,66,0.000350471011799
663,cat6,cat105,60,0.000318610010727
664,cat6,cat106,62,0.000329230344417
665,cat6,cat107,59,0.000313299843881
666,cat6,cat108,24865,0.132037298612
667,cat6,cat109,34,0.000180545672745
668,cat6,cat110,867,0.004603914655
669,cat6,cat111,84497,0.448693167939
670,cat6,cat112,1835,0.00974415616139
671,cat6,cat113,2296,0.0121921430771
672,cat6,cat114,131699,0.699343663378
673,cat6,cat115,59,0.000313299843881
674,cat6,cat116,6,3.18610010727e-05
675,cat7,cat8,174002,0.923979651441
676,cat7,cat9,114234,0.606601599422
677,cat7,cat10,159045,0.844555485933
678,cat7,cat11,165964,0.881296530337
679,cat7,cat12,158737,0.842919954545
680,cat7,cat13,166577,0.884551662613
681,cat7,cat14,182127,0.96712475706
682,cat7,cat15,183714,0.975551991844
683,cat7,cat16,178415,0.94741341773
684,cat7,cat17,182769,0.970533884175
685,cat7,cat18,182931,0.971394131204
686,cat7,cat19,182086,0.966907040219
687,cat7,cat20,183610,0.974999734492
688,cat7,cat21,183361,0.973677502947
689,cat7,cat22,183723,0.975599783345
690,cat7,cat23,155415,0.825279580284
691,cat7,cat24,178035,0.945395554328
692,cat7,cat25,166613,0.88474282862
693,cat7,cat26,173089,0.919131469111
694,cat7,cat27,164362,0.872789643051
695,cat7,cat28,177204,0.94098280568
